blk_no,Unnamed: 0,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
694C,10419,WOODLANDS DR 62,13,2017,Y,N,N,N,N,N,144,694C WOODLANDS DR 62,1.438822731,103.8057142
694D,10420,WOODLANDS DR 62,13,2017,Y,N,N,N,N,N,167,694D WOODLANDS DR 62,1.438602584,103.8050912
694E,10421,WOODLANDS DR 62,1,2018,N,N,N,N,N,Y,0,694E WOODLANDS DR 62,1.438479367,103.8049168
697,10427,JURONG WEST CTRL 3,8,2015,N,N,N,N,Y,N,0,697 JURONG WEST CTRL 3,1.341605075,103.7080875
697A,10428,HOUGANG ST 52,1,1998,N,N,N,N,N,Y,0,697A HOUGANG ST 52,1.375748177,103.8881739
697C,10431,JURONG WEST CTRL 3,17,2016,Y,N,N,Y,N,N,96,697C JURONG WEST CTRL 3,1.340472364,103.7083547
698,10433,JURONG WEST CTRL 3,1,2016,N,N,N,N,N,Y,0,698 JURONG WEST CTRL 3,1.340988721,103.7076154
698A,10435,JURONG WEST CTRL 3,17,2016,Y,N,N,N,N,N,143,698A JURONG WEST CTRL 3,1.341091608,103.7080237
699D,10445,HOUGANG ST 52,5,1997,N,N,N,N,Y,N,0,699D HOUGANG ST 52,1.376065879,103.8885939
7,10449,EMPRESS RD,1,2008,N,N,Y,N,N,N,0,7 EMPRESS RD,1.316245744,103.8056364
7,10450,EUNOS CRES,2,1976,N,Y,N,N,N,N,0,7 EUNOS CRES,1.32065506,103.9043958
7,10458,KING GEORGE'S AVE,17,1974,Y,Y,N,Y,N,N,252,7 KING GEORGE'S AVE,1.307803198,103.8600684
7,10463,MCNAIR RD,2,1991,N,N,N,Y,N,N,0,7 MCNAIR RD,1.318612408,103.8560949
7,10464,NTH BRIDGE RD,16,1970,Y,N,N,N,N,N,348,7 NTH BRIDGE RD,1.304331653,103.8637079
7,10466,SENJA LINK,1,2015,N,N,N,Y,N,N,0,7 SENJA LINK,1.386152069,103.7631809
7A,10474,GHIM MOH RD,1,2002,N,N,N,N,N,Y,0,7A GHIM MOH RD,1.311134932,103.7875571
7A,10475,LOR 7 TOA PAYOH,1,1997,N,N,N,N,N,Y,0,7A LOR 7 TOA PAYOH,1.337982145,103.8570063
7A,10476,MARSILING DR,5,2000,N,N,N,N,Y,N,0,7A MARSILING DR,1.441626246,103.7759735
7B,10477,C'WEALTH AVE,6,1994,N,N,N,N,Y,N,0,7B C'WEALTH AVE,1.30626136,103.7950452
70,10480,GEYLANG BAHRU,3,1990,N,Y,N,N,N,N,0,70 GEYLANG BAHRU,1.321875627,103.8703543
70,10483,SENG POH LANE,1,1937,N,Y,N,N,N,N,0,70 SENG POH LANE,1.284077919,103.8326775
70,10484,TELOK BLANGAH HTS,4,2015,N,N,N,Y,Y,N,0,70 TELOK BLANGAH HTS,1.276318471,103.810719
70A,10485,GEYLANG BAHRU,2,1989,N,Y,N,N,N,N,0,70A GEYLANG BAHRU,1.321916601,103.8701786
70A,10486,REDHILL CL,7,1999,N,N,N,Y,Y,N,0,70A REDHILL CL,1.287006594,103.8169125
70C,10489,TELOK BLANGAH HTS,25,2016,Y,N,N,N,N,N,152,70C TELOK BLANGAH HTS,1.275996185,103.810863
700,10490,ANG MO KIO AVE 6,5,2000,N,N,N,N,Y,N,0,700 ANG MO KIO AVE 6,1.369955509,103.8466998
700A,10493,PASIR RIS DR 10,5,1994,N,N,N,N,Y,N,0,700A PASIR RIS DR 10,1.380789198,103.9386328
700D,10496,ANG MO KIO AVE 6,1,2001,N,N,N,N,N,Y,0,700D ANG MO KIO AVE 6,1.369731149,103.8468737
701A,10506,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,701A TAMPINES ST 71,1.356910593,103.9366329
701A,10507,WOODLANDS DR 40,5,1995,N,N,N,N,Y,N,0,701A WOODLANDS DR 40,1.441106246,103.7959881
701A,10508,YISHUN AVE 5,1,1990,N,Y,N,N,N,N,0,701A YISHUN AVE 5,1.429941856,103.8279847
701B,10509,YISHUN AVE 5,15,2001,Y,N,N,Y,N,N,169,701B YISHUN AVE 5,1.429833782,103.8273843
701C,10510,YISHUN AVE 5,1,2002,N,N,N,N,N,Y,0,701C YISHUN AVE 5,1.429653814,103.8270933
702A,10521,JURONG WEST ST 71,5,1993,N,N,N,N,Y,N,0,702A JURONG WEST ST 71,1.341585005,103.6951473
703,10522,ANG MO KIO AVE 8,2,1979,N,Y,N,N,N,N,0,703 ANG MO KIO AVE 8,1.36977527,103.8473214
704A,10542,PASIR RIS DR 10,1,1995,N,N,N,N,N,Y,0,704A PASIR RIS DR 10,1.380786576,103.9375601
704A,10543,TAMPINES ST 71,1,1995,N,N,N,N,N,Y,0,704A TAMPINES ST 71,1.356910417,103.937489
708A,10581,CHOA CHU KANG ST 53,6,1993,N,N,N,N,Y,N,0,708A CHOA CHU KANG ST 53,1.39097809,103.7464294
709A,10591,WOODLANDS DR 70,5,1995,N,N,N,N,Y,N,0,709A WOODLANDS DR 70,1.441112734,103.798011
71,10594,KALLANG BAHRU,2,1976,N,Y,N,N,N,N,0,71 KALLANG BAHRU,1.320911587,103.87039
71,10598,SENG POH RD,3,1938,Y,Y,N,N,N,N,15,71 SENG POH RD,1.284246552,103.8325036
71,10599,TELOK BLANGAH HTS,1,2016,N,N,N,N,N,Y,0,71 TELOK BLANGAH HTS,1.275767348,103.8110327
710A,10609,ANG MO KIO AVE 8,2,1984,N,Y,N,N,N,N,0,710A ANG MO KIO AVE 8,1.370624935,103.8480457
710A,10610,PASIR RIS ST 72,5,1994,N,N,N,N,Y,N,0,710A PASIR RIS ST 72,1.382431089,103.9370711
710B,10611,PASIR RIS ST 72,1,1995,N,N,N,N,N,Y,0,710B PASIR RIS ST 72,1.382021445,103.9371617
711,10612,ANG MO KIO AVE 8,1,1980,N,Y,N,N,N,N,0,711 ANG MO KIO AVE 8,1.371550306,103.848079
711A,10621,WOODLANDS DR 40,1,1996,N,N,N,N,N,Y,0,711A WOODLANDS DR 40,1.440960348,103.7969889
712,10622,ANG MO KIO AVE 6,4,1979,N,Y,N,N,N,N,0,712 ANG MO KIO AVE 6,1.371409211,103.8470829
712A,10631,ANG MO KIO AVE 6,5,1988,N,Y,N,N,Y,N,0,712A ANG MO KIO AVE 6,1.370891397,103.8469572
712A,10632,JURONG WEST ST 71,16,2017,Y,N,N,N,N,N,149,712A JURONG WEST ST 71,1.342588041,103.6969317
712B,10633,JURONG WEST ST 71,4,2017,N,N,N,Y,Y,Y,0,712B JURONG WEST ST 71,1.3428954,103.6968941
714A,10650,BEDOK RESERVOIR RD,3,2008,N,N,N,Y,Y,N,0,714A BEDOK RESERVOIR RD,1.336579253,103.9234666
714A,10651,WOODLANDS DR 70,5,1995,N,N,N,N,Y,N,0,714A WOODLANDS DR 70,1.441485133,103.7990897
715,10652,ANG MO KIO AVE 6,4,1979,N,Y,N,Y,N,N,0,715 ANG MO KIO AVE 6,1.370973301,103.8459054
716A,10668,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,716A TAMPINES ST 71,1.3587699,103.9366335
717A,10676,WOODLANDS DR 70,13,2016,Y,N,N,N,N,Y,99,717A WOODLANDS DR 70,1.440538746,103.7986691
717C,10678,WOODLANDS DR 70,1,2016,N,N,N,N,N,N,0,717C WOODLANDS DR 70,1.440951324,103.7986841
718A,10685,PASIR RIS ST 72,5,1994,N,N,N,N,Y,N,0,718A PASIR RIS ST 72,1.381928157,103.9360146
718A,10686,WOODLANDS AVE 6,5,1995,N,N,N,N,Y,N,0,718A WOODLANDS AVE 6,1.441433102,103.8005061
72,10699,SENG POH RD,3,1937,Y,N,N,N,N,N,24,72 SENG POH RD,1.283844174,103.8319984
720,10703,CLEMENTI WEST ST 2,3,1981,N,Y,N,N,N,N,0,720 CLEMENTI WEST ST 2,1.302464088,103.763751
720A,10709,TAMPINES ST 72,1,1996,N,N,N,N,N,Y,0,720A TAMPINES ST 72,1.359613761,103.9357503
721A,10718,WOODLANDS AVE 6,6,1996,N,N,N,N,Y,N,0,721A WOODLANDS AVE 6,1.44475996,103.7998127
722A,10727,WOODLANDS AVE 6,1,1996,N,N,N,N,N,Y,0,722A WOODLANDS AVE 6,1.445060897,103.7993892
723,10728,ANG MO KIO AVE 8,2,1981,N,Y,N,N,N,N,0,723 ANG MO KIO AVE 8,1.372318602,103.847182
723A,10736,TAMPINES ST 72,5,1996,N,N,N,N,Y,N,0,723A TAMPINES ST 72,1.359562997,103.9352103
724,10737,ANG MO KIO AVE 6,1,2008,N,N,Y,N,N,N,0,724 ANG MO KIO AVE 6,1.372172585,103.8465103
725,10747,CLEMENTI WEST ST 2,2,1980,Y,Y,N,N,N,N,3,725 CLEMENTI WEST ST 2,1.303471051,103.7637055
726,10753,ANG MO KIO AVE 6,2,1979,N,Y,N,N,N,N,0,726 ANG MO KIO AVE 6,1.372783585,103.8464483
726,10754,CLEMENTI WEST ST 2,1,1980,N,Y,Y,N,N,N,0,726 CLEMENTI WEST ST 2,1.303810732,103.7642507
727A,10765,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,727A TAMPINES ST 71,1.356381684,103.9360482
728A,10772,WOODLANDS CIRCLE,6,1996,N,N,N,N,Y,N,0,728A WOODLANDS CIRCLE,1.443204388,103.7989757
73,10779,BEDOK STH AVE 3,2,1977,N,Y,N,N,N,N,0,73 BEDOK STH AVE 3,1.319838031,103.9439714
73,10780,ENG WATT ST,3,1937,Y,N,N,N,N,N,42,73 ENG WATT ST,1.283370367,103.8324565
73,10784,REDHILL RD,8,2004,N,N,N,N,Y,N,0,73 REDHILL RD,1.287932964,103.8172989
73A,10786,LOR 4 TOA PAYOH,1,2002,N,N,N,N,N,Y,0,73A LOR 4 TOA PAYOH,1.333789077,103.8517453
73A,10788,TELOK BLANGAH ST 32,3,1998,N,N,N,N,Y,N,0,73A TELOK BLANGAH ST 32,1.27530892,103.8091846
730,10789,ANG MO KIO AVE 6,2,1979,N,Y,N,N,N,N,0,730 ANG MO KIO AVE 6,1.373433693,103.8457652
730A,10795,TAMPINES ST 71,5,1995,N,N,N,N,Y,N,0,730A TAMPINES ST 71,1.357274422,103.9334452
732A,10805,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,732A WOODLANDS CIRCLE,1.442883685,103.7982158
734,10811,PASIR RIS ST 72,5,1996,N,Y,N,N,N,N,0,734 PASIR RIS ST 72,1.379698021,103.9362708
734A,10815,JURONG WEST ST 73,6,1993,N,N,N,N,Y,N,0,734A JURONG WEST ST 73,1.345611874,103.700911
735,10817,PASIR RIS ST 72,2,1997,N,Y,N,Y,N,N,0,735 PASIR RIS ST 72,1.379848867,103.9367217
736A,10826,PASIR RIS DR 10,5,1994,N,N,N,N,Y,N,0,736A PASIR RIS DR 10,1.378962405,103.9372408
736A,10827,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,736A WOODLANDS CIRCLE,1.443306895,103.7967464
737A,10833,WOODLANDS CIRCLE,6,1996,N,N,N,N,Y,N,0,737A WOODLANDS CIRCLE,1.443214807,103.796367
738A,10839,PASIR RIS DR 10,1,1995,N,N,N,N,N,Y,0,738A PASIR RIS DR 10,1.379380891,103.9366599
739,10840,BEDOK RESERVOIR RD,2,1985,N,Y,N,N,N,N,0,739 BEDOK RESERVOIR RD,1.337886637,103.9226484
739A,10846,BEDOK RESERVOIR RD,5,1999,N,N,Y,N,Y,N,0,739A BEDOK RESERVOIR RD,1.338242032,103.9233039
739A,10847,JURONG WEST ST 73,1,1994,N,N,N,N,N,Y,0,739A JURONG WEST ST 73,1.345925681,103.7003809
739A,10848,WOODLANDS CIRCLE,5,1996,N,N,N,N,Y,N,0,739A WOODLANDS CIRCLE,1.44451876,103.7967978
74,10850,LOR 4 TOA PAYOH,2,2004,N,N,Y,N,N,N,0,74 LOR 4 TOA PAYOH,1.334550749,103.8520035
74,10852,REDHILL RD,5,2004,N,N,N,N,Y,N,0,74 REDHILL RD,1.288006637,103.8158143
74,10854,TIONG POH RD,3,1937,Y,N,N,N,N,N,24,74 TIONG POH RD,1.282936929,103.8327095
740A,10862,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,740A WOODLANDS CIRCLE,1.444775406,103.7965588
741,10863,BEDOK RESERVOIR RD,1,1985,N,Y,N,N,N,N,0,741 BEDOK RESERVOIR RD,1.337730888,103.9222721
741A,10868,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,741A PASIR RIS ST 71,1.377536607,103.9359875
742A,10874,TAMPINES ST 72,5,1996,N,Y,N,N,Y,N,0,742A TAMPINES ST 72,1.359968882,103.9341433
743,10875,BEDOK RESERVOIR RD,2,1985,N,Y,N,N,N,N,0,743 BEDOK RESERVOIR RD,1.338494769,103.9217626
744A,10885,PASIR RIS ST 71,6,1994,N,N,N,N,Y,N,0,744A PASIR RIS ST 71,1.377949307,103.9353865
744A,10886,WOODLANDS CIRCLE,1,1996,N,N,N,N,N,Y,0,744A WOODLANDS CIRCLE,1.442807436,103.7953997
745,10887,BEDOK RESERVOIR RD,2,1984,N,Y,N,N,N,N,0,745 BEDOK RESERVOIR RD,1.337419105,103.921783
746,10892,BEDOK RESERVOIR RD,1,1985,N,Y,N,N,N,N,0,746 BEDOK RESERVOIR RD,1.337286448,103.9212157
747,10897,BEDOK RESERVOIR CRES,1,2014,N,N,N,N,N,Y,0,747 BEDOK RESERVOIR CRES,1.336542524,103.9221343
747A,10903,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,747A PASIR RIS ST 71,1.378827493,103.9340575
747A,10904,WOODLANDS CIRCLE,6,1996,N,N,N,N,Y,N,0,747A WOODLANDS CIRCLE,1.443317943,103.7955859
748,10907,BEDOK RESERVOIR CRES,7,2014,N,N,N,N,Y,N,0,748 BEDOK RESERVOIR CRES,1.336102584,103.9218827
748A,10913,WOODLANDS CIRCLE,5,1996,N,N,N,N,Y,N,0,748A WOODLANDS CIRCLE,1.444912562,103.7951205
749A,10920,WOODLANDS CIRCLE,1,1997,N,N,N,N,N,Y,0,749A WOODLANDS CIRCLE,1.444797339,103.7943133
75,10922,LOR 5 TOA PAYOH,1,2012,N,N,Y,N,N,N,0,75 LOR 5 TOA PAYOH,1.336020768,103.852957
75,10925,TIONG POH RD,3,1937,Y,N,N,N,N,N,24,75 TIONG POH RD,1.282559382,103.8322338
75A,10928,WHAMPOA DR,1,2005,N,N,N,N,N,Y,0,75A WHAMPOA DR,1.324462893,103.8578982
75D,10931,REDHILL RD,1,2005,N,Y,N,N,N,N,0,75D REDHILL RD,1.288464768,103.8157116
750A,10936,JURONG WEST ST 73,5,1992,N,N,N,N,Y,N,0,750A JURONG WEST ST 73,1.347459285,103.6985462
754A,10957,CHOA CHU KANG NTH 5,6,1994,N,N,N,N,Y,N,0,754A CHOA CHU KANG NTH 5,1.392795614,103.7467316
754A,10958,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,754A PASIR RIS ST 71,1.377513839,103.9344137
754A,10959,WOODLANDS CIRCLE,1,1997,N,N,N,N,N,Y,0,754A WOODLANDS CIRCLE,1.445518323,103.7937927
757A,10975,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,757A PASIR RIS ST 71,1.377241852,103.9330756
757A,10976,WOODLANDS AVE 4,5,1996,N,N,N,N,Y,N,0,757A WOODLANDS AVE 4,1.446072338,103.7938872
757B,10977,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,757B PASIR RIS ST 71,1.376870589,103.9337181
759A,10988,WOODLANDS AVE 6,6,1996,N,N,N,N,Y,N,0,759A WOODLANDS AVE 6,1.446602397,103.7960425
76,10990,GUAN CHUAN ST,3,1937,Y,N,N,N,N,N,42,76 GUAN CHUAN ST,1.283036951,103.8317782
76,10993,PASIR RIS TER,1,1976,Y,N,N,N,N,N,1,76 PASIR RIS TER,1.382726112,103.9434191
76,10994,REDHILL RD,1,2005,N,N,N,N,N,Y,0,76 REDHILL RD,1.288637913,103.8163371
760,10997,BEDOK RESERVOIR VIEW,1,1999,N,Y,N,N,N,N,0,760 BEDOK RESERVOIR VIEW,1.336464515,103.9352158
760A,11003,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,0,760A BEDOK RESERVOIR VIEW,1.336537862,103.9349874
760A,11004,JURONG WEST ST 74,6,1994,N,N,N,N,Y,N,0,760A JURONG WEST ST 74,1.349593902,103.700194
760B,11005,JURONG WEST ST 74,1,1994,N,N,N,N,N,Y,0,760B JURONG WEST ST 74,1.349118423,103.7001661
761A,11012,BEDOK RESERVOIR VIEW,4,1998,N,N,N,N,Y,N,0,761A BEDOK RESERVOIR VIEW,1.335920157,103.9344457
762,11015,JURONG WEST ST 75,2,1995,N,Y,N,N,N,N,0,762 JURONG WEST ST 75,1.348741647,103.6977396
762A,11019,CHOA CHU KANG NTH 5,5,1995,N,N,N,N,Y,N,0,762A CHOA CHU KANG NTH 5,1.392607595,103.7491449
762A,11020,JURONG WEST ST 75,5,1994,N,N,N,N,Y,N,0,762A JURONG WEST ST 75,1.349038917,103.6979191
762A,11021,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,762A PASIR RIS ST 71,1.376029828,103.9333498
762A,11022,WOODLANDS AVE 6,1,1997,N,N,N,N,N,Y,0,762A WOODLANDS AVE 6,1.446313315,103.7958847
763,11025,JURONG WEST ST 75,1,1994,N,N,Y,N,N,N,0,763 JURONG WEST ST 75,1.348726443,103.698292
764A,11035,JURONG WEST ST 74,4,1994,N,N,N,N,Y,N,0,764A JURONG WEST ST 74,1.349977565,103.6990097
764B,11037,WOODLANDS CIRCLE,14,2015,Y,N,N,Y,N,Y,128,764B WOODLANDS CIRCLE,1.445065859,103.7976078
765A,11044,BEDOK RESERVOIR VIEW,4,1999,N,N,N,N,Y,N,0,765A BEDOK RESERVOIR VIEW,1.335706119,103.9363386
765A,11045,WOODLANDS CIRCLE,1,2001,N,N,N,N,N,Y,0,765A WOODLANDS CIRCLE,1.44587153,103.7971001
766A,11052,WOODLANDS CIRCLE,5,2001,N,N,N,N,Y,N,0,766A WOODLANDS CIRCLE,1.445733972,103.7973176
768,11061,WOODLANDS AVE 6,3,1999,N,Y,N,Y,N,N,0,768 WOODLANDS AVE 6,1.445717841,103.7981663
768A,11063,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,0,768A BEDOK RESERVOIR VIEW,1.335885092,103.9373358
769A,11069,BEDOK RESERVOIR VIEW,4,1999,N,N,N,N,Y,N,0,769A BEDOK RESERVOIR VIEW,1.335605246,103.9383658
77,11071,CIRCUIT RD,2,1966,N,Y,N,N,N,N,0,77 CIRCUIT RD,1.328556562,103.8853499
77,11075,REDHILL RD,1,2005,N,N,N,N,N,Y,0,77 REDHILL RD,1.28841105,103.8169441
77,11076,SENG POH RD,3,1937,Y,N,N,N,N,N,24,77 SENG POH RD,1.283466901,103.8315227
77A,11078,INDUS RD,1,2003,N,N,N,N,N,Y,0,77A INDUS RD,1.290884397,103.8277512
77A,11079,MARINE DR,6,2013,N,N,N,N,Y,N,0,77A MARINE DR,1.302344724,103.9082482
770A,11086,PASIR RIS ST 71,1,1995,N,N,N,N,N,Y,0,770A PASIR RIS ST 71,1.375047455,103.9363022
771A,11092,CHOA CHU KANG ST 54,5,1995,N,N,N,N,Y,N,0,771A CHOA CHU KANG ST 54,1.394532978,103.7499643
772A,11097,BEDOK RESERVOIR VIEW,5,1999,N,N,N,N,Y,N,0,772A BEDOK RESERVOIR VIEW,1.336817387,103.937401
773A,11102,PASIR RIS ST 71,5,1994,N,N,N,N,Y,N,0,773A PASIR RIS ST 71,1.374621334,103.9359076
773A,11103,WOODLANDS DR 60,6,1996,N,N,N,N,Y,N,0,773A WOODLANDS DR 60,1.447739541,103.7984769
775,11108,BEDOK RESERVOIR VIEW,1,1999,N,N,N,Y,N,N,0,775 BEDOK RESERVOIR VIEW,1.336577884,103.9359321
775A,11112,BEDOK RESERVOIR VIEW,1,1999,N,N,N,N,N,Y,0,775A BEDOK RESERVOIR VIEW,1.336471805,103.936354
775A,11113,WOODLANDS CRES,5,1996,N,N,N,N,Y,N,0,775A WOODLANDS CRES,1.448174617,103.8003366
78,11127,CIRCUIT RD,2,1966,N,Y,N,N,N,N,0,78 CIRCUIT RD,1.327880572,103.8852203
78,11128,DAWSON RD,28,2019,Y,N,N,N,N,N,99,78 DAWSON RD,1.293864755,103.810093
78,11129,GUAN CHUAN ST,5,1937,Y,Y,N,N,N,N,48,78 GUAN CHUAN ST,1.283326114,103.8310145
78,11131,LOR LIMAU,40,2017,Y,N,N,Y,N,N,405,78 LOR LIMAU,1.324876178,103.855541
78,11133,MOH GUAN TER,5,1937,Y,Y,N,N,N,N,70,78 MOH GUAN TER,1.283633273,103.8304925
78,11134,REDHILL LANE,10,1970,Y,Y,N,N,N,N,144,78 REDHILL LANE,1.288430883,103.8184868
78,11135,YONG SIAK ST,5,1937,Y,Y,N,N,N,N,48,78 YONG SIAK ST,1.282857021,103.8304229
78A,11136,DAWSON RD,7,2019,N,N,N,N,Y,N,0,78A DAWSON RD,1.294248189,103.8101338
78A,11137,INDUS RD,2,2003,N,N,N,N,Y,N,0,78A INDUS RD,1.291297828,103.8281531
78A,11138,LOR LIMAU,6,2017,N,N,N,Y,Y,N,0,78A LOR LIMAU,1.324383567,103.8553686
78A,11139,TELOK BLANGAH ST 32,7,2000,N,Y,N,Y,Y,N,0,78A TELOK BLANGAH ST 32,1.273339659,103.8089901
78A,11140,TOA PAYOH CTRL,1,2008,N,N,N,N,N,Y,0,78A TOA PAYOH CTRL,1.334946302,103.8475603
78B,11141,LOR LIMAU,1,2017,N,N,N,N,N,Y,0,78B LOR LIMAU,1.324559011,103.8549378
78B,11142,STRATHMORE AVE,2,2019,N,Y,N,Y,N,Y,0,78B STRATHMORE AVE,1.294107,103.8095409
78B,11143,TELOK BLANGAH ST 32,2,2004,N,Y,N,Y,N,N,0,78B TELOK BLANGAH ST 32,1.27363296,103.8083352
78B,11144,TOA PAYOH CTRL,7,2007,N,N,N,Y,Y,N,0,78B TOA PAYOH CTRL,1.334895153,103.8485665
78C,11145,TOA PAYOH CTRL,1,2007,N,Y,N,N,N,N,0,78C TOA PAYOH CTRL,1.334492201,103.8497991
780,11147,WOODLANDS CRES,5,2013,N,Y,N,N,Y,N,0,780 WOODLANDS CRES,1.44834155,103.8010571
780G,11155,WOODLANDS CRES,1,2014,N,N,N,N,N,Y,0,780G WOODLANDS CRES,1.448483083,103.8014685
782,11159,WOODLANDS CRES,6,2013,N,N,N,N,Y,N,0,782 WOODLANDS CRES,1.448226355,103.8035797
782A,11161,PASIR RIS ST 71,4,1995,N,N,N,N,Y,N,0,782A PASIR RIS ST 71,1.373243813,103.9383734
782F,11167,WOODLANDS CRES,1,2014,N,N,N,N,N,Y,0,782F WOODLANDS CRES,1.448542626,103.8033263
783,11168,WOODLANDS RISE,7,2017,N,N,N,N,Y,N,0,783 WOODLANDS RISE,1.447815096,103.8041204
783A,11170,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,120,783A WOODLANDS RISE,1.447415534,103.8037416
783A,11171,YISHUN RING RD,1,2007,N,N,N,N,N,Y,0,783A YISHUN RING RD,1.42182156,103.8330772
783B,11172,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,90,783B WOODLANDS RISE,1.447008389,103.8038039
783C,11173,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,120,783C WOODLANDS RISE,1.446607614,103.8036049
783D,11174,WOODLANDS RISE,16,2017,Y,N,N,N,N,N,90,783D WOODLANDS RISE,1.446971343,103.803368
783E,11175,WOODLANDS RISE,1,2018,N,N,N,N,N,Y,0,783E WOODLANDS RISE,1.44730896,103.8034808
784A,11178,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,78,784A WOODLANDS RISE,1.445325185,103.8051475
784B,11179,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,104,784B WOODLANDS RISE,1.445519974,103.804854
784C,11180,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,104,784C WOODLANDS RISE,1.445929347,103.8051617
785,11182,WOODLANDS RISE,7,2017,N,N,N,N,Y,N,0,785 WOODLANDS RISE,1.44708622,103.8049965
785A,11184,WOODLANDS RISE,14,2017,Y,N,N,N,N,N,416,785A WOODLANDS RISE,1.446509508,103.8047183
785B,11185,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,104,785B WOODLANDS RISE,1.446267534,103.8054313
785C,11186,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,104,785C WOODLANDS RISE,1.445916349,103.8058615
785D,11187,WOODLANDS RISE,14,2017,Y,N,N,Y,N,N,104,785D WOODLANDS RISE,1.445581478,103.8055924
785E,11188,WOODLANDS RISE,2,2017,N,Y,N,Y,N,Y,0,785E WOODLANDS RISE,1.446798881,103.8054898
786A,11191,WOODLANDS DR 60,5,1996,N,N,N,N,Y,N,0,786A WOODLANDS DR 60,1.445987939,103.800048
787A,11199,CHOA CHU KANG DR,5,1995,N,N,N,N,Y,N,0,787A CHOA CHU KANG DR,1.395240385,103.7476989
787A,11200,WOODLANDS CRES,5,1996,N,N,N,N,Y,N,0,787A WOODLANDS CRES,1.444548832,103.8016147
787B,11201,CHOA CHU KANG DR,1,1995,N,Y,N,N,N,N,0,787B CHOA CHU KANG DR,1.395361845,103.7481394
788A,11209,WOODLANDS CRES,5,1997,N,N,N,N,Y,N,0,788A WOODLANDS CRES,1.444199486,103.8017661
79,11218,CHAY YAN ST,5,1937,Y,N,N,N,N,N,41,79 CHAY YAN ST,1.282544643,103.8308012
79,11219,CIRCUIT RD,1,2010,N,N,Y,N,N,N,0,79 CIRCUIT RD,1.326597067,103.8850523
79,11220,DAWSON RD,39,2019,Y,N,N,N,N,N,143,79 DAWSON RD,1.294590832,103.8103266
79,11221,INDUS RD,14,1971,Y,N,N,Y,N,N,520,79 INDUS RD,1.291074624,103.8286902
79,11223,REDHILL LANE,1,2005,N,N,Y,N,N,N,0,79 REDHILL LANE,1.287847028,103.8183498
79,11224,TELOK BLANGAH DR,1,2005,N,N,Y,N,N,N,0,79 TELOK BLANGAH DR,1.273355974,103.807618
79A,11225,CIRCUIT RD,1,1971,N,Y,Y,N,N,N,0,79A CIRCUIT RD,1.325186468,103.8848825
792A,11240,CHOA CHU KANG NTH 6,5,1995,N,N,N,N,Y,N,0,792A CHOA CHU KANG NTH 6,1.395274094,103.7495344
792A,11241,WOODLANDS AVE 6,5,1996,N,N,N,N,Y,N,0,792A WOODLANDS AVE 6,1.442625052,103.8019286
792B,11242,CHOA CHU KANG NTH 6,1,1995,N,N,N,N,N,Y,0,792B CHOA CHU KANG NTH 6,1.395513649,103.7491239
796A,11252,WOODLANDS DR 72,5,1996,N,N,N,N,Y,N,0,796A WOODLANDS DR 72,1.443335633,103.8037771
799,11258,WOODLANDS DR 60,2,2021,N,N,N,N,Y,N,0,799 WOODLANDS DR 60,1.446490887,103.7999175
799A,11260,WOODLANDS DR 60,16,2021,Y,N,N,N,N,N,116,799A WOODLANDS DR 60,1.446649875,103.7997317
799B,11261,WOODLANDS DR 60,16,2021,Y,Y,N,N,N,N,56,799B WOODLANDS DR 60,1.446149372,103.7994601
8,11266,EUNOS CRES,2,1976,N,Y,N,N,N,N,0,8 EUNOS CRES,1.321128296,103.9046866
8,11267,FRENCH RD,20,1974,Y,N,N,N,N,N,304,8 FRENCH RD,1.307206118,103.8607339
8,11281,NTH BRIDGE RD,16,1970,Y,N,N,Y,N,N,348,8 NTH BRIDGE RD,1.304586227,103.864004
8A,11290,BOON KENG RD,1,2011,N,N,N,N,N,Y,0,8A BOON KENG RD,1.316691146,103.8613807
